Offset GB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
GOODRAM,464.2,460.6,464.4,464.2,459.3,456.8,458.8,460.4,460.5,461.9,461.9,463.3,462.9,459.4,463.0,460.2,458.4,462.2,465.9,466.8,463.2,465.3,466.4,465.4,464.3,464.3,464.4,463.3,461.7,465.7,469.8,466.7,463.5,463.1,463.3,463.9,464.1,465.1,463.1,463.5,464.0,463.7,462.7,464.0,466.3,466.4,466.2,464.6,464.2,466.1
