N,MB,min,avgMin,avg,avgMax,max
570,43244.0,2.0,170.5,220.8,244.4,248.1
571,43320.0,2.0,128.4,212.5,229.6,249.4
572,43396.0,2.0,159.8,217.0,242.3,249.6
573,43472.0,90.3,90.3,232.0,239.9,243.2
574,43548.0,32.6,148.4,216.6,241.2,249.5
575,43624.0,2.0,149.7,220.7,239.1,250.1
576,43700.0,90.4,93.0,227.9,244.4,248.9
577,43776.0,2.0,133.3,220.5,243.0,248.4
578,43852.0,90.3,178.4,224.5,245.2,247.6
579,43928.0,93.1,163.6,236.3,244.5,248.0
580,44004.0,2.0,132.3,206.7,228.5,246.0
581,44080.0,90.2,174.3,229.3,244.8,250.5
582,44156.0,2.0,32.8,220.4,242.2,247.5
583,44232.0,60.2,174.1,219.5,239.5,247.0
584,44308.0,98.0,166.4,235.2,244.0,248.8
585,44384.0,2.0,149.7,181.8,219.7,227.5
586,44460.0,92.2,165.6,220.1,236.9,248.4
587,44536.0,2.0,50.4,143.1,247.5,251.5
588,44612.0,41.1,55.0,111.2,209.2,225.6
589,44688.0,101.5,184.6,232.1,243.6,248.4
590,44764.0,2.0,65.8,223.9,244.4,247.9
591,44840.0,96.6,96.6,222.9,246.1,252.8
592,44916.0,101.9,203.8,234.1,245.5,249.8
593,44992.0,2.0,68.1,211.5,237.5,244.2
594,45068.0,91.2,195.2,221.0,242.8,250.2
595,45144.0,2.0,111.1,198.6,234.9,242.2
596,45220.0,96.9,169.7,215.3,234.4,249.2
597,45296.0,91.7,166.3,212.4,225.8,228.4
598,45372.0,1.7,82.1,210.2,233.4,246.9
599,45448.0,87.3,148.1,223.9,235.7,247.3
600,45524.0,87.8,159.8,236.1,245.5,250.3
601,45600.0,2.0,168.2,221.5,246.3,248.7
602,45676.0,89.1,193.5,233.1,243.1,247.2
603,45752.0,94.4,164.2,235.0,243.4,249.5
604,45828.0,2.0,148.3,199.1,235.8,248.2
605,45904.0,90.4,190.2,229.5,243.3,247.3
606,45980.0,1.9,124.8,221.6,238.6,247.8
607,46056.0,88.6,166.6,219.2,233.6,237.3
608,46132.0,2.0,111.6,216.3,241.2,248.5
609,46208.0,92.6,164.7,204.1,231.1,234.9
610,46284.0,87.7,170.6,224.0,239.2,246.2
611,46360.0,2.0,133.4,215.1,238.6,248.9
612,46436.0,90.5,162.0,237.1,245.5,250.0
613,46512.0,2.0,116.7,209.6,243.9,249.2
614,46588.0,94.4,176.4,220.0,238.2,249.1
615,46664.0,91.4,91.4,237.3,245.1,248.7
616,46740.0,1.9,158.2,222.3,245.1,248.7
617,46816.0,91.0,93.4,228.7,243.5,248.7
