Offset GB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
INTEL SSDPEKNW010T8,1038.4,855.7,794.6,797.8,802.6,805.5,1012.2,1257.2,1322.6,1341.0,1351.1,1103.1,843.1,809.7,805.2,808.4,928.3,1164.9,1320.8,1288.5,1261.0,1276.3,1099.3,864.0,776.7,773.0,864.3,1099.4,1316.2,1347.3,1331.7,1302.0,1147.3,908.4,785.6,801.6,831.9,1068.4,1291.2,1329.6,1349.9,1300.9,1041.0,810.5,808.5,914.1,1191.5,1370.1,1364.3,1372.5
