Offset GB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
INTEL SSDPEKNW010T8,591.4,557.5,546.1,560.6,577.9,520.6,285.1,85.3,84.9,83.0,85.0,84.5,82.6,84.5,83.4,82.5,84.2,84.0,82.8,84.2,84.5,84.9,87.0,84.9,82.5,84.6,84.9,83.1,84.5,83.3,83.6,85.1,83.6,84.6,84.7,82.8,84.0,84.1,82.8,84.3,84.7,81.6,83.7,84.4,81.2,83.5,84.4,81.4,83.6,83.6
