N,MB,min,avgMin,avg,avgMax,max
339,25688.0,110.8,118.4,125.9,140.4,155.5
340,25764.0,101.3,110.6,115.6,119.9,128.0
341,25840.0,115.5,123.8,140.5,157.5,161.6
342,25916.0,150.8,173.2,196.5,220.9,241.0
343,25992.0,113.0,125.2,150.8,165.6,178.3
344,26068.0,112.2,121.0,139.7,154.0,166.4
345,26144.0,113.2,122.3,141.2,155.2,167.2
346,26220.0,113.8,123.7,133.6,153.0,160.9
347,26296.0,96.3,110.0,116.8,123.2,129.5
348,26372.0,114.9,123.7,134.7,156.7,170.8
349,26448.0,117.3,154.9,177.0,209.5,228.0
350,26524.0,114.0,129.7,143.4,158.9,170.8
351,26600.0,111.6,123.6,138.5,157.9,178.6
352,26676.0,103.8,117.9,136.3,160.0,171.0
353,26752.0,107.0,116.8,124.3,138.5,160.0
354,26828.0,103.5,108.4,115.1,123.5,131.3
355,26904.0,119.0,134.3,153.1,173.0,214.8
356,26980.0,113.7,137.9,160.0,168.6,191.6
357,27056.0,115.8,122.2,129.8,154.7,163.8
358,27132.0,111.3,123.4,133.0,145.7,162.3
359,27208.0,123.0,128.4,136.4,147.4,159.0
360,27284.0,103.7,113.2,117.1,125.0,153.0
361,27360.0,112.0,118.5,123.8,142.1,157.6
362,27436.0,113.1,144.7,162.8,200.3,238.7
363,27512.0,143.0,156.5,185.0,214.2,235.2
364,27588.0,125.6,128.0,140.2,165.2,168.5
365,27664.0,111.1,129.8,153.5,167.3,175.9
366,27740.0,111.6,124.0,140.3,156.3,169.3
367,27816.0,110.4,125.4,132.1,156.5,158.8
368,27892.0,119.6,126.5,133.1,149.0,158.1
369,27968.0,121.9,136.0,151.7,162.5,175.2
370,28044.0,110.6,119.1,139.0,159.0,172.6
371,28120.0,113.1,122.6,137.6,160.8,174.7
372,28196.0,109.6,128.7,149.8,170.2,178.9
373,28272.0,114.0,121.1,128.1,139.5,157.1
374,28348.0,111.4,116.2,123.2,131.1,156.6
375,28424.0,105.2,117.9,127.8,160.3,185.3
376,28500.0,144.6,159.3,173.4,195.0,232.5
377,28576.0,114.1,122.7,139.1,152.1,174.7
378,28652.0,119.7,125.9,154.6,165.7,171.1
379,28728.0,131.9,146.0,157.9,163.0,169.7
380,28804.0,95.5,127.1,135.5,151.5,166.9
381,28880.0,121.4,127.3,133.3,147.4,159.3
382,28956.0,125.0,135.5,144.6,160.3,165.3
383,29032.0,110.3,131.0,144.7,159.6,173.2
384,29108.0,119.9,124.8,137.5,154.6,163.6
385,29184.0,111.1,123.8,133.8,157.8,165.0
386,29260.0,119.3,129.2,147.2,159.3,177.0
387,29336.0,100.9,115.7,123.2,133.8,151.1
388,29412.0,115.3,122.6,127.7,143.3,152.6
389,29488.0,127.3,142.7,154.2,164.4,175.0
390,29564.0,110.0,123.4,147.9,174.5,222.6
391,29640.0,109.5,120.3,132.1,153.7,161.0
392,29716.0,137.9,153.4,162.0,167.5,174.9
393,29792.0,118.9,130.5,157.3,172.7,198.2
394,29868.0,108.2,118.3,124.1,130.2,148.3
395,29944.0,120.3,127.2,132.7,144.2,157.1
396,30020.0,121.1,138.4,152.4,165.5,174.8
397,30096.0,110.7,124.4,134.2,148.6,156.9
398,30172.0,123.4,127.7,144.0,162.0,170.1
399,30248.0,127.2,149.3,161.3,167.4,170.4
400,30324.0,113.5,118.8,133.7,150.5,168.3
401,30400.0,88.2,113.1,120.9,131.9,154.5
402,30476.0,120.5,125.2,130.9,143.6,153.3
403,30552.0,59.2,99.8,125.3,146.7,168.3
404,30628.0,124.4,132.4,146.8,168.7,226.7
405,30704.0,111.5,121.7,143.4,159.8,174.2
406,30780.0,120.6,146.8,156.1,162.8,170.4
407,30856.0,102.6,119.4,130.3,149.2,166.8
408,30932.0,113.9,125.0,131.8,144.1,158.0
409,31008.0,130.9,140.5,147.8,157.6,164.4
410,31084.0,124.8,136.6,156.9,168.5,175.4
411,31160.0,109.3,126.4,139.8,153.7,161.6
412,31236.0,155.6,164.9,173.7,209.0,233.6
413,31312.0,150.2,151.6,160.5,163.9,167.7
414,31388.0,100.6,112.7,121.4,130.7,153.0
415,31464.0,98.6,115.9,124.6,133.8,157.8
416,31540.0,122.3,124.3,139.9,159.1,164.8
417,31616.0,103.0,116.7,126.6,136.9,154.2
418,31692.0,109.4,116.1,122.2,140.6,151.0
419,31768.0,110.1,123.3,134.6,162.0,170.3
420,31844.0,106.9,118.0,127.8,141.8,153.3
421,31920.0,116.2,125.2,131.4,145.3,155.5
422,31996.0,110.8,127.5,142.4,160.0,169.3
423,32072.0,131.8,157.3,161.7,170.3,195.4
424,32148.0,118.8,132.0,153.3,165.0,194.8
425,32224.0,117.8,142.9,157.4,165.0,179.1
426,32300.0,155.9,169.6,181.3,198.1,219.7
427,32376.0,108.7,119.5,132.9,146.9,170.1
428,32452.0,97.8,111.2,115.1,121.9,126.0
429,32528.0,115.1,119.3,125.9,145.4,157.6
430,32604.0,131.2,136.9,156.0,163.9,169.6
431,32680.0,112.1,117.8,125.9,131.7,160.5
432,32756.0,108.7,122.4,134.0,157.4,171.4
433,32832.0,121.1,146.0,158.8,165.5,174.3
434,32908.0,113.4,126.3,135.7,155.6,174.1
435,32984.0,119.4,125.7,132.6,140.8,155.3
436,33060.0,122.3,139.4,153.0,171.4,173.5
437,33136.0,109.3,122.8,146.7,164.8,187.4
438,33212.0,112.1,117.6,122.4,130.9,136.0
439,33288.0,122.0,143.8,156.6,168.0,175.7
440,33364.0,122.4,140.6,159.4,173.3,224.4
441,33440.0,95.6,110.8,117.2,121.7,144.6
442,33516.0,106.7,116.7,126.1,139.4,152.4
443,33592.0,118.3,127.5,151.8,165.7,172.3
444,33668.0,108.6,124.2,142.6,159.5,177.4
445,33744.0,107.8,124.4,136.8,155.6,167.2
446,33820.0,154.0,159.1,163.1,166.8,170.3
447,33896.0,118.1,129.6,148.2,162.1,169.9
448,33972.0,115.2,120.0,125.6,136.3,149.6
449,34048.0,118.8,124.0,137.1,151.1,165.4
450,34124.0,110.6,123.9,138.5,155.4,167.6
451,34200.0,114.8,128.0,146.5,160.7,175.9
452,34276.0,113.0,121.9,135.1,157.3,172.3
453,34352.0,129.1,150.2,159.6,170.8,176.3
454,34428.0,120.6,128.4,147.1,160.8,172.2
455,34504.0,101.1,110.0,116.5,120.8,125.4
456,34580.0,118.3,127.1,132.1,146.0,155.5
457,34656.0,109.7,123.5,137.3,153.5,169.0
458,34732.0,95.1,116.7,124.9,139.8,149.2
459,34808.0,109.2,121.8,137.4,159.3,172.9
460,34884.0,137.2,158.2,166.4,175.8,219.0
