Offset GB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
INTEL SSDPEKNW010T8,723.1,718.9,721.8,729.1,714.1,708.8,739.7,752.0,496.7,186.9,101.4,101.4,105.4,102.5,102.3,103.7,101.0,101.8,102.7,101.0,281.1,588.9,736.5,729.3,730.2,738.3,737.9,738.3,734.8,737.3,742.6,739.5,744.6,674.4,362.6,211.5,237.9,146.3,104.6,127.8,147.5,147.9,149.2,134.5,134.5,144.7,106.5,135.2,148.2,148.6
