N,MB,min,avgMin,avg,avgMax,max
582,44156.0,210.8,222.3,271.2,296.5,314.5
583,44232.0,197.8,272.8,380.1,457.1,478.8
584,44308.0,401.4,444.1,463.9,478.1,501.2
585,44384.0,368.7,450.2,472.9,483.4,493.3
586,44460.0,144.9,334.6,444.5,465.8,489.3
587,44536.0,427.5,442.1,462.4,480.2,495.5
588,44612.0,235.1,318.1,407.7,450.1,481.1
589,44688.0,446.9,463.8,471.3,478.1,486.7
590,44764.0,426.4,462.6,476.1,488.7,505.9
591,44840.0,406.7,454.9,469.1,478.5,494.1
592,44916.0,438.7,451.5,468.6,481.2,487.5
593,44992.0,226.8,377.8,435.0,454.0,475.1
594,45068.0,446.7,457.8,464.0,475.9,495.8
595,45144.0,440.5,446.9,463.3,473.3,488.0
596,45220.0,420.0,465.5,477.3,489.3,503.4
597,45296.0,443.4,458.2,466.8,478.3,489.8
598,45372.0,351.1,420.7,452.1,468.6,488.5
599,45448.0,227.3,363.6,441.7,466.0,487.1
600,45524.0,454.9,467.8,474.1,481.8,490.7
601,45600.0,413.5,452.0,476.1,487.7,498.3
602,45676.0,377.0,438.7,461.4,474.8,493.0
603,45752.0,414.0,455.4,475.4,490.1,504.4
604,45828.0,176.9,348.4,437.8,460.8,486.7
605,45904.0,191.6,219.5,268.0,303.9,310.0
606,45980.0,188.4,258.6,322.4,455.7,482.2
607,46056.0,361.8,428.1,458.9,472.0,489.4
608,46132.0,440.9,461.8,471.1,484.0,497.5
609,46208.0,413.3,424.0,453.1,481.9,498.6
610,46284.0,381.3,443.0,467.9,482.7,499.1
611,46360.0,457.0,466.5,475.9,490.4,501.3
612,46436.0,352.3,395.6,469.0,482.5,495.3
613,46512.0,448.0,454.7,466.6,473.0,483.7
614,46588.0,433.8,444.4,468.9,485.7,500.3
615,46664.0,290.2,394.6,443.6,467.4,480.8
616,46740.0,245.2,400.4,447.3,472.6,495.1
617,46816.0,460.6,470.3,480.6,489.9,499.3
618,46892.0,399.5,444.9,463.4,469.2,489.5
619,46968.0,242.6,379.4,443.7,484.0,494.7
620,47044.0,243.0,399.3,441.4,455.9,476.4
621,47120.0,441.7,460.3,470.6,480.8,496.9
622,47196.0,386.0,428.9,458.7,477.9,497.2
623,47272.0,227.6,339.2,440.5,474.0,495.0
624,47348.0,403.4,446.3,463.7,473.5,485.7
625,47424.0,385.2,434.0,453.9,471.9,495.6
626,47500.0,270.4,347.2,443.2,464.2,477.0
627,47576.0,439.0,455.6,464.6,477.6,483.5
628,47652.0,235.2,284.4,433.4,474.2,496.7
629,47728.0,265.0,374.7,450.2,472.0,486.9
630,47804.0,206.1,229.3,271.4,296.8,315.5
631,47880.0,189.3,233.8,298.8,429.8,471.2
632,47956.0,378.8,429.6,457.1,474.5,488.8
633,48032.0,407.8,439.9,468.6,482.2,496.9
634,48108.0,348.8,427.1,458.6,469.2,483.1
635,48184.0,378.6,443.6,463.5,474.8,491.1
636,48260.0,421.4,421.4,451.5,476.5,491.0
637,48336.0,395.4,441.3,465.9,483.1,494.9
638,48412.0,241.3,357.3,435.7,465.9,488.6
639,48488.0,229.0,333.9,442.2,479.1,497.6
640,48564.0,238.5,333.6,450.0,471.0,490.2
641,48640.0,370.5,437.8,463.0,476.4,489.1
642,48716.0,272.9,411.1,450.9,473.9,486.5
