N,MB,min,avgMin,avg,avgMax,max
223,16872.0,1231.5,1497.4,1936.4,2127.3,2239.0
224,16948.0,1513.0,1929.2,2030.7,2101.0,2250.1
225,17024.0,1392.1,1883.1,2040.0,2135.0,2297.7
226,17100.0,551.6,1146.8,2032.2,2210.3,2409.1
227,17176.0,1664.3,1815.5,1969.4,2057.6,2136.0
228,17252.0,1709.7,1872.2,1965.3,2028.4,2180.1
229,17328.0,243.6,802.0,1909.2,2093.6,2207.4
230,17404.0,1014.8,1589.1,1866.1,2011.2,2278.2
231,17480.0,1738.5,1865.1,2038.6,2117.8,2193.3
232,17556.0,872.7,1565.2,1995.7,2260.2,2444.2
233,17632.0,1610.2,1918.6,2102.8,2233.6,2346.5
234,17708.0,1012.5,1750.7,2075.2,2205.8,2346.7
235,17784.0,1428.8,1761.0,2057.6,2195.7,2324.1
236,17860.0,1557.6,1815.5,2084.6,2203.6,2409.3
237,17936.0,973.7,1585.6,1816.3,1942.1,2050.3
238,18012.0,1692.3,1895.3,2019.1,2143.5,2242.2
239,18088.0,1256.4,1757.6,2035.5,2149.9,2217.8
240,18164.0,647.2,1538.9,1958.7,2098.6,2269.5
241,18240.0,642.7,1202.1,1857.7,2091.1,2270.8
242,18316.0,1529.6,1665.2,2046.8,2181.5,2279.3
243,18392.0,676.7,1270.1,1836.6,2177.8,2336.7
244,18468.0,1145.2,1488.5,1866.2,2111.1,2436.4
245,18544.0,1592.6,1825.7,1998.7,2098.7,2176.2
246,18620.0,967.3,1364.3,1769.8,2027.8,2223.5
247,18696.0,1341.0,1612.4,1998.3,2138.5,2279.6
248,18772.0,1354.5,1631.1,1950.1,2137.5,2264.1
249,18848.0,876.0,1146.5,2101.8,2291.4,2436.4
250,18924.0,1332.6,1862.9,2030.0,2203.0,2327.6
251,19000.0,1535.6,1832.4,2096.2,2204.3,2306.3
252,19076.0,1411.1,1684.4,2043.7,2225.4,2338.8
253,19152.0,1546.0,2000.9,2125.4,2216.9,2324.9
254,19228.0,1361.8,1750.9,2008.8,2188.5,2280.8
255,19304.0,747.9,1663.9,2008.5,2165.0,2301.4
256,19380.0,1419.3,1811.9,1994.0,2176.5,2354.3
257,19456.0,1048.3,1556.1,1788.2,2006.0,2208.8
258,19532.0,1575.1,1765.8,2001.1,2109.5,2322.6
259,19608.0,1435.6,1814.9,2065.8,2211.0,2323.7
260,19684.0,1047.2,1779.2,2039.2,2180.0,2307.9
261,19760.0,913.9,1820.0,2141.8,2248.3,2367.1
262,19836.0,685.8,1387.4,2035.5,2244.2,2446.3
263,19912.0,1456.6,1819.9,2046.9,2179.2,2368.3
264,19988.0,1049.5,1695.7,2046.1,2194.0,2304.8
265,20064.0,760.9,1399.6,1995.3,2161.0,2379.5
266,20140.0,1511.4,1835.7,2050.4,2186.5,2460.5
267,20216.0,1211.6,1895.6,2084.1,2179.0,2311.6
268,20292.0,1508.5,1835.2,2036.4,2146.1,2230.4
269,20368.0,1883.7,1955.3,2124.1,2208.1,2300.4
270,20444.0,950.8,1482.7,1843.3,2039.2,2306.1
271,20520.0,1247.9,1597.5,1874.7,2059.7,2201.9
272,20596.0,572.5,1113.9,1744.3,2076.3,2296.9
273,20672.0,837.9,1564.2,2042.4,2195.3,2294.8
274,20748.0,1394.4,1731.4,2058.5,2156.5,2248.7
275,20824.0,1523.2,1709.2,2022.6,2172.4,2320.3
276,20900.0,690.2,1441.5,2039.5,2230.9,2360.0
277,20976.0,1512.0,1698.4,1993.6,2229.0,2330.3
278,21052.0,1446.3,1807.1,2141.4,2342.6,2492.1
279,21128.0,1119.9,1741.8,2173.9,2360.3,2641.7
280,21204.0,1401.7,1897.0,2188.6,2384.5,2645.7
281,21280.0,1306.3,1785.0,2064.4,2339.4,2606.4
282,21356.0,1341.6,1625.4,2006.9,2247.3,2483.9
283,21432.0,1480.3,1678.4,2028.5,2176.9,2417.9
284,21508.0,1474.3,1766.9,1962.9,2185.3,2395.6
285,21584.0,1325.8,1863.2,2102.2,2266.0,2359.7
286,21660.0,1400.2,1802.7,2096.4,2264.8,2362.9
287,21736.0,397.6,1621.2,2116.8,2332.6,2526.7
288,21812.0,1549.0,1810.9,1980.0,2142.0,2409.1
289,21888.0,1352.0,1796.0,2119.1,2283.1,2440.7
290,21964.0,1498.6,1966.9,2117.3,2262.8,2348.0
291,22040.0,1436.9,1805.6,2043.9,2198.2,2393.8
292,22116.0,1532.5,1754.3,2099.0,2179.8,2289.5
293,22192.0,913.5,1841.7,2145.8,2367.1,2469.1
294,22268.0,1534.5,1924.1,2124.1,2225.5,2401.8
295,22344.0,1488.3,1891.7,2097.9,2224.3,2358.2
296,22420.0,1775.1,1949.3,2049.1,2117.9,2177.5
297,22496.0,1129.4,1578.4,1934.9,2164.4,2301.1
298,22572.0,499.0,1411.2,1815.8,2173.0,2385.4
299,22648.0,1147.9,1871.1,2154.7,2303.5,2377.3
300,22724.0,1368.0,1662.3,2020.8,2232.4,2372.3
301,22800.0,1599.4,1950.7,2174.6,2240.0,2394.3
302,22876.0,1387.8,1847.3,2055.8,2221.3,2396.4
