Offset GB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
SanDisk SDSSDHII480G,144.5,108.1,89.0,100.3,114.2,116.8,117.3,119.4,117.3,122.3,127.3,126.9,128.2,127.4,123.8,123.3,126.3,129.1,132.2,135.1,126.5,121.3,126.6,127.5,127.5,127.2,128.9,132.9,128.2,126.7,127.3,128.1,135.0,128.0,122.5,127.5,128.9,128.7,126.8,132.9,135.4,135.1,137.1,135.2,132.5,130.3,128.8,128.9,128.0,131.2
