Offset GB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
ADATA SP550NS38,166.3,159.1,150.2,146.7,144.7,149.4,149.1,149.4,147.7,145.3,144.6,141.8,148.8,145.8,144.0,145.6,142.5,146.9,150.0,150.6,157.8,155.7,153.5,152.7,146.6,143.6,150.1,148.0,145.9,153.6,155.3,147.3,150.5,147.3,147.1,150.8,147.1,154.6,156.5,149.5,143.4,140.5,137.4,145.5,148.7,139.0,145.9,150.7,153.7,149.3
