Offset GB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
ADATA SP550NS38,473.4,470.3,470.6,469.0,469.5,471.6,470.9,471.6,471.6,470.1,470.2,470.6,471.1,472.0,472.4,471.8,471.2,470.1,469.6,469.3,469.9,471.0,470.9,471.1,471.1,472.1,472.9,472.6,472.5,472.1,471.3,472.0,472.5,472.4,471.3,471.0,472.3,472.1,471.9,472.4,473.6,473.0,472.1,472.0,470.3,470.5,471.3,472.3,473.2,473.9
