Offset GB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
SAMSUNG MZVLW256HEHP-000H1,1932.5,1925.6,1917.9,1904.3,1890.7,1893.8,1889.4,1883.4,1895.4,1911.8,1831.6,1830.8,1897.2,1889.1,1900.4,1883.6,1876.2,1886.7,1901.7,1871.3,1864.1,1886.4,1894.1,1884.5,1891.9,1909.8,1907.7,1908.0,1889.4,1892.4,1917.1,1911.5,1861.9,1829.9,1884.0,1903.6,1897.8,1915.6,1913.9,1902.7,1910.7,1915.2,1878.1,1874.5,1879.8,1874.0,1872.5,1895.2,1906.2,1885.7
